,contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,expirationDate,dte,CALL,midPrice
19,SPXW231127C04060000,4060.0,124.37,495.1,503.3,17.0,16.0,2023-11-27,0.0,True,499.20000000000005
20,SPXW231127C04070000,4070.0,486.07,485.1,493.2,2.0,0.0,2023-11-27,0.0,True,489.15
21,SPXW231127C04075000,4075.0,146.89,480.9,488.2,12.0,0.0,2023-11-27,0.0,True,484.54999999999995
22,SPXW231127C04080000,4080.0,344.5,475.9,483.2,4.0,12.0,2023-11-27,0.0,True,479.54999999999995
23,SPXW231127C04090000,4090.0,241.12,465.1,473.2,2.0,25.0,2023-11-27,0.0,True,469.15
24,SPXW231127C04100000,4100.0,301.89,455.1,463.4,1.0,124.0,2023-11-27,0.0,True,459.25
25,SPXW231127C04110000,4110.0,131.17,445.1,453.4,7.0,0.0,2023-11-27,0.0,True,449.25
26,SPXW231127C04115000,4115.0,287.4,440.1,448.4,,0.0,2023-11-27,0.0,True,444.25
27,SPXW231127C04120000,4120.0,116.97,435.1,443.4,15.0,80.0,2023-11-27,0.0,True,439.25
28,SPXW231127C04125000,4125.0,210.6,430.1,438.2,4.0,0.0,2023-11-27,0.0,True,434.15
29,SPXW231127C04130000,4130.0,427.4,425.1,433.2,4.0,31.0,2023-11-27,0.0,True,429.15
30,SPXW231127C04140000,4140.0,239.74,415.9,423.3,29.0,0.0,2023-11-27,0.0,True,419.6
31,SPXW231127C04150000,4150.0,406.32,405.9,413.3,1.0,0.0,2023-11-27,0.0,True,409.6
32,SPXW231127C04155000,4155.0,107.79,400.9,408.3,,0.0,2023-11-27,0.0,True,404.6
33,SPXW231127C04160000,4160.0,223.73,395.9,403.3,1.0,0.0,2023-11-27,0.0,True,399.6
34,SPXW231127C04165000,4165.0,84.73,390.9,398.3,1.0,1.0,2023-11-27,0.0,True,394.6
35,SPXW231127C04170000,4170.0,386.25,385.9,393.3,1.0,0.0,2023-11-27,0.0,True,389.6
36,SPXW231127C04175000,4175.0,380.2,380.9,388.4,1.0,0.0,2023-11-27,0.0,True,384.65
37,SPXW231127C04180000,4180.0,381.0,375.9,383.4,1.0,0.0,2023-11-27,0.0,True,379.65
38,SPXW231127C04185000,4185.0,350.03,370.9,378.4,2.0,0.0,2023-11-27,0.0,True,374.65
39,SPXW231127C04190000,4190.0,369.07,365.9,373.4,1.0,0.0,2023-11-27,0.0,True,369.65
40,SPXW231127C04195000,4195.0,364.15,360.3,368.3,8.0,0.0,2023-11-27,0.0,True,364.3
41,SPXW231127C04200000,4200.0,355.64,355.9,363.3,2.0,70.0,2023-11-27,0.0,True,359.6
42,SPXW231127C04210000,4210.0,327.69,346.1,353.4,1.0,0.0,2023-11-27,0.0,True,349.75
43,SPXW231127C04215000,4215.0,343.48,341.1,348.4,1.0,0.0,2023-11-27,0.0,True,344.75
44,SPXW231127C04220000,4220.0,289.64,336.1,343.4,1.0,0.0,2023-11-27,0.0,True,339.75
45,SPXW231127C04225000,4225.0,312.82,330.1,338.2,1.0,0.0,2023-11-27,0.0,True,334.15
46,SPXW231127C04230000,4230.0,325.99,325.1,333.2,2.0,630.0,2023-11-27,0.0,True,329.15
47,SPXW231127C04235000,4235.0,320.11,320.1,328.4,14.0,1.0,2023-11-27,0.0,True,324.25
48,SPXW231127C04240000,4240.0,316.1,315.1,323.2,24.0,0.0,2023-11-27,0.0,True,319.15
49,SPXW231127C04245000,4245.0,311.55,311.0,318.4,8.0,114.0,2023-11-27,0.0,True,314.7
50,SPXW231127C04250000,4250.0,305.65,305.1,313.3,15.0,92.0,2023-11-27,0.0,True,309.20000000000005
51,SPXW231127C04255000,4255.0,301.61,300.1,308.3,3.0,0.0,2023-11-27,0.0,True,304.20000000000005
52,SPXW231127C04260000,4260.0,297.07,295.1,303.3,20.0,0.0,2023-11-27,0.0,True,299.20000000000005
53,SPXW231127C04265000,4265.0,290.58,291.0,298.3,14.0,21.0,2023-11-27,0.0,True,294.65
54,SPXW231127C04270000,4270.0,286.72,285.2,293.4,15.0,0.0,2023-11-27,0.0,True,289.29999999999995
55,SPXW231127C04275000,4275.0,283.12,280.2,288.3,20.0,0.0,2023-11-27,0.0,True,284.25
56,SPXW231127C04280000,4280.0,276.92,275.2,283.3,6.0,0.0,2023-11-27,0.0,True,279.25
57,SPXW231127C04285000,4285.0,270.51,270.2,278.3,6.0,0.0,2023-11-27,0.0,True,274.25
58,SPXW231127C04290000,4290.0,267.48,265.2,273.3,3.0,0.0,2023-11-27,0.0,True,269.25
59,SPXW231127C04295000,4295.0,264.28,260.2,268.4,2.0,43.0,2023-11-27,0.0,True,264.29999999999995
60,SPXW231127C04300000,4300.0,256.02,255.2,263.4,11.0,0.0,2023-11-27,0.0,True,259.29999999999995
61,SPXW231127C04305000,4305.0,254.74,251.0,258.4,33.0,32.0,2023-11-27,0.0,True,254.7
62,SPXW231127C04310000,4310.0,247.52,246.0,253.4,3.0,57.0,2023-11-27,0.0,True,249.7
63,SPXW231127C04315000,4315.0,242.85,241.0,248.4,16.0,0.0,2023-11-27,0.0,True,244.7
64,SPXW231127C04320000,4320.0,236.82,236.0,243.3,6.0,0.0,2023-11-27,0.0,True,239.65
65,SPXW231127C04325000,4325.0,231.16,230.2,238.3,5.0,128.0,2023-11-27,0.0,True,234.25
66,SPXW231127C04330000,4330.0,228.36,225.2,233.4,6.0,0.0,2023-11-27,0.0,True,229.3
67,SPXW231127C04335000,4335.0,222.44,220.2,228.4,1.0,0.0,2023-11-27,0.0,True,224.3
68,SPXW231127C04340000,4340.0,218.28,215.2,223.4,3.0,0.0,2023-11-27,0.0,True,219.3
69,SPXW231127C04345000,4345.0,210.73,210.2,218.4,1.0,0.0,2023-11-27,0.0,True,214.3
70,SPXW231127C04350000,4350.0,206.52,205.2,213.3,27.0,0.0,2023-11-27,0.0,True,209.25
71,SPXW231127C04355000,4355.0,200.73,201.0,208.3,1.0,0.0,2023-11-27,0.0,True,204.65
72,SPXW231127C04360000,4360.0,197.02,196.0,203.3,47.0,206.0,2023-11-27,0.0,True,199.65
73,SPXW231127C04365000,4365.0,190.98,191.0,198.3,4.0,0.0,2023-11-27,0.0,True,194.65
74,SPXW231127C04370000,4370.0,186.52,186.0,193.3,6.0,0.0,2023-11-27,0.0,True,189.65
75,SPXW231127C04375000,4375.0,181.23,181.0,188.3,16.0,0.0,2023-11-27,0.0,True,184.65
76,SPXW231127C04380000,4380.0,177.03,175.2,183.4,52.0,339.0,2023-11-27,0.0,True,179.3
77,SPXW231127C04385000,4385.0,172.45,170.2,178.4,4.0,54.0,2023-11-27,0.0,True,174.3
78,SPXW231127C04390000,4390.0,167.53,165.2,173.4,7.0,0.0,2023-11-27,0.0,True,169.3
79,SPXW231127C04395000,4395.0,163.02,160.2,168.4,6.0,0.0,2023-11-27,0.0,True,164.3
80,SPXW231127C04400000,4400.0,158.36,155.2,163.4,137.0,1022.0,2023-11-27,0.0,True,159.3
81,SPXW231127C04405000,4405.0,151.2,150.2,158.4,22.0,0.0,2023-11-27,0.0,True,154.3
82,SPXW231127C04410000,4410.0,148.46,145.2,153.4,44.0,0.0,2023-11-27,0.0,True,149.3
83,SPXW231127C04415000,4415.0,141.62,140.2,148.5,17.0,0.0,2023-11-27,0.0,True,144.35
84,SPXW231127C04420000,4420.0,137.32,135.2,143.5,31.0,0.0,2023-11-27,0.0,True,139.35
85,SPXW231127C04425000,4425.0,131.72,131.0,138.3,39.0,1152.0,2023-11-27,0.0,True,134.65
86,SPXW231127C04430000,4430.0,128.68,126.0,133.5,35.0,161.0,2023-11-27,0.0,True,129.75
87,SPXW231127C04435000,4435.0,121.69,121.0,128.4,6.0,0.0,2023-11-27,0.0,True,124.7
88,SPXW231127C04440000,4440.0,118.5,116.0,123.4,371.0,0.0,2023-11-27,0.0,True,119.7
89,SPXW231127C04445000,4445.0,110.95,111.1,118.4,12.0,0.0,2023-11-27,0.0,True,114.75
90,SPXW231127C04450000,4450.0,108.5,106.1,113.3,628.0,2180.0,2023-11-27,0.0,True,109.69999999999999
91,SPXW231127C04455000,4455.0,100.95,101.3,108.3,272.0,288.0,2023-11-27,0.0,True,104.8
92,SPXW231127C04460000,4460.0,99.26,96.3,103.3,368.0,314.0,2023-11-27,0.0,True,99.8
93,SPXW231127C04465000,4465.0,93.51,91.3,98.3,266.0,0.0,2023-11-27,0.0,True,94.8
94,SPXW231127C04470000,4470.0,86.28,86.1,93.3,48.0,0.0,2023-11-27,0.0,True,89.69999999999999
95,SPXW231127C04475000,4475.0,84.55,81.1,88.3,52.0,0.0,2023-11-27,0.0,True,84.69999999999999
96,SPXW231127C04480000,4480.0,75.7,76.1,83.3,132.0,0.0,2023-11-27,0.0,True,79.69999999999999
97,SPXW231127C04485000,4485.0,71.7,71.2,78.3,48.0,0.0,2023-11-27,0.0,True,74.75
98,SPXW231127C04490000,4490.0,69.3,68.8,69.7,44.0,0.0,2023-11-27,0.0,True,69.25
99,SPXW231127C04495000,4495.0,64.61,64.0,65.6,49.0,0.0,2023-11-27,0.0,True,64.8
100,SPXW231127C04500000,4500.0,59.46,55.9,63.4,299.0,3041.0,2023-11-27,0.0,True,59.65
101,SPXW231127C04505000,4505.0,51.87,51.0,58.5,33.0,268.0,2023-11-27,0.0,True,54.75
102,SPXW231127C04510000,4510.0,48.53,46.0,53.5,123.0,0.0,2023-11-27,0.0,True,49.75
103,SPXW231127C04515000,4515.0,44.8,44.4,45.6,35.0,138.0,2023-11-27,0.0,True,45.0
104,SPXW231127C04520000,4520.0,38.83,36.7,41.0,106.0,0.0,2023-11-27,0.0,True,38.85
105,SPXW231127C04525000,4525.0,35.25,32.8,35.8,185.0,0.0,2023-11-27,0.0,True,34.3
106,SPXW231127C04530000,4530.0,30.63,27.6,31.0,361.0,0.0,2023-11-27,0.0,True,29.3
107,SPXW231127C04535000,4535.0,26.0,23.2,26.4,302.0,0.0,2023-11-27,0.0,True,24.799999999999997
108,SPXW231127C04540000,4540.0,22.12,21.2,22.0,358.0,0.0,2023-11-27,0.0,True,21.6
109,SPXW231127C04545000,4545.0,18.08,16.5,18.8,403.0,0.0,2023-11-27,0.0,True,17.65
110,SPXW231127C04550000,4550.0,14.21,13.8,14.1,2326.0,0.0,2023-11-27,0.0,True,13.95
111,SPXW231127C04555000,4555.0,10.8,10.6,11.0,2296.0,0.0,2023-11-27,0.0,True,10.8
112,SPXW231127C04560000,4560.0,7.9,8.1,8.0,5388.0,3042.0,2023-11-27,0.0,True,8.05
113,SPXW231127C04565000,4565.0,5.7,5.6,5.8,2246.0,0.0,2023-11-27,0.0,True,5.699999999999999
114,SPXW231127C04570000,4570.0,4.0,3.8,4.0,3906.0,0.0,2023-11-27,0.0,True,3.9
115,SPXW231127C04575000,4575.0,2.66,2.55,2.7,4229.0,0.0,2023-11-27,0.0,True,2.625
116,SPXW231127C04580000,4580.0,1.7,1.7,1.75,3877.0,0.0,2023-11-27,0.0,True,1.725
117,SPXW231127C04585000,4585.0,1.05,1.0,1.15,3205.0,0.0,2023-11-27,0.0,True,1.075
118,SPXW231127C04590000,4590.0,0.71,0.65,0.75,3895.0,0.0,2023-11-27,0.0,True,0.7
119,SPXW231127C04595000,4595.0,0.48,0.45,0.5,3045.0,0.0,2023-11-27,0.0,True,0.475
120,SPXW231127C04600000,4600.0,0.3,0.3,0.35,4345.0,0.0,2023-11-27,0.0,True,0.32499999999999996
121,SPXW231127C04605000,4605.0,0.22,0.2,0.25,1631.0,0.0,2023-11-27,0.0,True,0.225
122,SPXW231127C04610000,4610.0,0.2,0.1,0.2,3661.0,0.0,2023-11-27,0.0,True,0.15000000000000002
123,SPXW231127C04615000,4615.0,0.15,0.1,0.2,1776.0,719.0,2023-11-27,0.0,True,0.15000000000000002
124,SPXW231127C04620000,4620.0,0.12,0.1,0.15,2145.0,0.0,2023-11-27,0.0,True,0.125
125,SPXW231127C04625000,4625.0,0.15,0.05,0.15,1498.0,1700.0,2023-11-27,0.0,True,0.1
126,SPXW231127C04630000,4630.0,0.1,0.05,0.15,2982.0,0.0,2023-11-27,0.0,True,0.1
127,SPXW231127C04640000,4640.0,0.05,0.05,0.1,1057.0,0.0,2023-11-27,0.0,True,0.07500000000000001
128,SPXW231127C04650000,4650.0,0.07,0.05,0.1,176.0,0.0,2023-11-27,0.0,True,0.07500000000000001
129,SPXW231127C04660000,4660.0,0.05,0.0,0.1,56.0,808.0,2023-11-27,0.0,True,0.05
130,SPXW231127C04675000,4675.0,0.05,0.0,0.1,688.0,0.0,2023-11-27,0.0,True,0.05
131,SPXW231127C04700000,4700.0,0.07,0.0,0.1,673.0,2938.0,2023-11-27,0.0,True,0.05
132,SPXW231127C04750000,4750.0,0.05,0.0,0.05,11.0,651.0,2023-11-27,0.0,True,0.025
133,SPXW231127C04800000,4800.0,0.05,0.0,0.05,14.0,0.0,2023-11-27,0.0,True,0.025
134,SPXW231127C04900000,4900.0,0.05,0.0,0.05,40.0,46.0,2023-11-27,0.0,True,0.025
135,SPXW231127C05000000,5000.0,0.05,0.0,0.05,6.0,0.0,2023-11-27,0.0,True,0.025
136,SPXW231127C05200000,5200.0,0.05,0.0,0.05,50.0,60.0,2023-11-27,0.0,True,0.025
137,SPXW231127P01400000,1400.0,0.05,0.0,0.05,9.0,13.0,2023-11-27,0.0,False,0.025
138,SPXW231127P02000000,2000.0,0.15,0.0,0.05,2.0,6.0,2023-11-27,0.0,False,0.025
139,SPXW231127P02200000,2200.0,0.05,0.0,0.05,4.0,0.0,2023-11-27,0.0,False,0.025
140,SPXW231127P02400000,2400.0,0.05,0.0,0.05,1.0,0.0,2023-11-27,0.0,False,0.025
141,SPXW231127P02600000,2600.0,0.05,0.0,0.05,10.0,0.0,2023-11-27,0.0,False,0.025
142,SPXW231127P02800000,2800.0,0.05,0.0,0.05,19.0,1238.0,2023-11-27,0.0,False,0.025
143,SPXW231127P03000000,3000.0,0.05,0.0,0.05,5.0,0.0,2023-11-27,0.0,False,0.025
144,SPXW231127P03200000,3200.0,0.05,0.0,0.05,14.0,0.0,2023-11-27,0.0,False,0.025
145,SPXW231127P03300000,3300.0,0.05,0.0,0.05,2.0,727.0,2023-11-27,0.0,False,0.025
146,SPXW231127P03350000,3350.0,0.05,0.0,0.05,5.0,386.0,2023-11-27,0.0,False,0.025
147,SPXW231127P03400000,3400.0,0.05,0.0,0.05,300.0,0.0,2023-11-27,0.0,False,0.025
148,SPXW231127P03450000,3450.0,0.05,0.0,0.05,2310.0,0.0,2023-11-27,0.0,False,0.025
149,SPXW231127P03500000,3500.0,0.05,0.0,0.05,545.0,1318.0,2023-11-27,0.0,False,0.025
150,SPXW231127P03550000,3550.0,0.1,0.0,0.05,2646.0,0.0,2023-11-27,0.0,False,0.025
151,SPXW231127P03600000,3600.0,0.05,0.0,0.05,10.0,0.0,2023-11-27,0.0,False,0.025
152,SPXW231127P03650000,3650.0,0.05,0.0,0.05,1.0,0.0,2023-11-27,0.0,False,0.025
153,SPXW231127P03700000,3700.0,0.05,0.0,0.05,2200.0,0.0,2023-11-27,0.0,False,0.025
154,SPXW231127P03750000,3750.0,0.05,0.0,0.05,3647.0,14156.0,2023-11-27,0.0,False,0.025
155,SPXW231127P03800000,3800.0,0.05,0.0,0.05,225.0,3041.0,2023-11-27,0.0,False,0.025
156,SPXW231127P03850000,3850.0,0.05,0.0,0.05,1.0,6537.0,2023-11-27,0.0,False,0.025
157,SPXW231127P03875000,3875.0,0.1,0.0,0.05,53.0,0.0,2023-11-27,0.0,False,0.025
158,SPXW231127P03900000,3900.0,0.05,0.0,0.05,1.0,0.0,2023-11-27,0.0,False,0.025
159,SPXW231127P03920000,3920.0,0.1,0.0,0.05,76.0,0.0,2023-11-27,0.0,False,0.025
160,SPXW231127P03925000,3925.0,0.1,0.0,0.05,17.0,0.0,2023-11-27,0.0,False,0.025
161,SPXW231127P03930000,3930.0,0.1,0.0,0.05,1000.0,0.0,2023-11-27,0.0,False,0.025
162,SPXW231127P03940000,3940.0,0.05,0.0,0.05,21.0,0.0,2023-11-27,0.0,False,0.025
163,SPXW231127P03950000,3950.0,0.05,0.0,0.05,1.0,0.0,2023-11-27,0.0,False,0.025
164,SPXW231127P03960000,3960.0,0.12,0.0,0.05,2.0,0.0,2023-11-27,0.0,False,0.025
165,SPXW231127P03970000,3970.0,0.1,0.0,0.05,498.0,731.0,2023-11-27,0.0,False,0.025
166,SPXW231127P03975000,3975.0,0.05,0.05,0.1,189.0,0.0,2023-11-27,0.0,False,0.07500000000000001
167,SPXW231127P03980000,3980.0,0.05,0.05,0.05,1.0,0.0,2023-11-27,0.0,False,0.05
168,SPXW231127P03990000,3990.0,0.05,0.05,0.05,104.0,709.0,2023-11-27,0.0,False,0.05
169,SPXW231127P04000000,4000.0,0.05,0.05,0.1,968.0,6028.0,2023-11-27,0.0,False,0.07500000000000001
170,SPXW231127P04005000,4005.0,0.05,0.0,0.05,107.0,0.0,2023-11-27,0.0,False,0.025
171,SPXW231127P04010000,4010.0,0.05,0.05,0.05,90.0,3005.0,2023-11-27,0.0,False,0.05
172,SPXW231127P04015000,4015.0,0.05,0.0,0.05,57.0,0.0,2023-11-27,0.0,False,0.025
173,SPXW231127P04020000,4020.0,0.05,0.0,0.1,43.0,198.0,2023-11-27,0.0,False,0.05
174,SPXW231127P04025000,4025.0,0.05,0.05,0.1,3071.0,0.0,2023-11-27,0.0,False,0.07500000000000001
175,SPXW231127P04030000,4030.0,0.05,0.0,0.05,1405.0,0.0,2023-11-27,0.0,False,0.025
176,SPXW231127P04035000,4035.0,0.05,0.05,0.1,4.0,0.0,2023-11-27,0.0,False,0.07500000000000001
177,SPXW231127P04040000,4040.0,0.05,0.0,0.05,22.0,0.0,2023-11-27,0.0,False,0.025
178,SPXW231127P04045000,4045.0,0.05,0.0,0.05,1017.0,0.0,2023-11-27,0.0,False,0.025
179,SPXW231127P04050000,4050.0,0.05,0.05,0.1,4662.0,0.0,2023-11-27,0.0,False,0.07500000000000001
180,SPXW231127P04055000,4055.0,0.05,0.0,0.05,110.0,111.0,2023-11-27,0.0,False,0.025
181,SPXW231127P04060000,4060.0,0.05,0.0,0.05,51.0,321.0,2023-11-27,0.0,False,0.025
182,SPXW231127P04065000,4065.0,0.05,0.0,0.1,27.0,0.0,2023-11-27,0.0,False,0.05
183,SPXW231127P04070000,4070.0,0.05,0.0,0.1,1000.0,0.0,2023-11-27,0.0,False,0.05
184,SPXW231127P04075000,4075.0,0.05,0.05,0.1,1919.0,0.0,2023-11-27,0.0,False,0.07500000000000001
185,SPXW231127P04080000,4080.0,0.05,0.0,0.1,133.0,146.0,2023-11-27,0.0,False,0.05
186,SPXW231127P04085000,4085.0,0.05,0.0,0.1,84.0,0.0,2023-11-27,0.0,False,0.05
187,SPXW231127P04090000,4090.0,0.05,0.0,0.1,382.0,0.0,2023-11-27,0.0,False,0.05
188,SPXW231127P04095000,4095.0,0.05,0.0,0.1,238.0,0.0,2023-11-27,0.0,False,0.05
189,SPXW231127P04100000,4100.0,0.05,0.05,0.1,1055.0,0.0,2023-11-27,0.0,False,0.07500000000000001
190,SPXW231127P04105000,4105.0,0.05,0.0,0.1,10.0,0.0,2023-11-27,0.0,False,0.05
191,SPXW231127P04110000,4110.0,0.05,0.05,0.1,100.0,0.0,2023-11-27,0.0,False,0.07500000000000001
192,SPXW231127P04115000,4115.0,0.05,0.05,0.1,133.0,0.0,2023-11-27,0.0,False,0.07500000000000001
193,SPXW231127P04120000,4120.0,0.05,0.05,0.1,81.0,0.0,2023-11-27,0.0,False,0.07500000000000001
194,SPXW231127P04125000,4125.0,0.1,0.05,0.1,1636.0,432.0,2023-11-27,0.0,False,0.07500000000000001
195,SPXW231127P04130000,4130.0,0.1,0.05,0.1,1001.0,348.0,2023-11-27,0.0,False,0.07500000000000001
196,SPXW231127P04135000,4135.0,0.05,0.05,0.15,1.0,40.0,2023-11-27,0.0,False,0.1
197,SPXW231127P04140000,4140.0,0.05,0.05,0.1,100.0,0.0,2023-11-27,0.0,False,0.07500000000000001
198,SPXW231127P04145000,4145.0,0.05,0.05,0.15,181.0,55.0,2023-11-27,0.0,False,0.1
199,SPXW231127P04150000,4150.0,0.1,0.05,0.1,502.0,3808.0,2023-11-27,0.0,False,0.07500000000000001
200,SPXW231127P04155000,4155.0,0.1,0.05,0.1,520.0,0.0,2023-11-27,0.0,False,0.07500000000000001
201,SPXW231127P04160000,4160.0,0.1,0.05,0.15,500.0,0.0,2023-11-27,0.0,False,0.1
202,SPXW231127P04165000,4165.0,0.07,0.05,0.1,6.0,0.0,2023-11-27,0.0,False,0.07500000000000001
203,SPXW231127P04170000,4170.0,0.1,0.05,0.1,348.0,0.0,2023-11-27,0.0,False,0.07500000000000001
204,SPXW231127P04175000,4175.0,0.1,0.05,0.1,357.0,0.0,2023-11-27,0.0,False,0.07500000000000001
205,SPXW231127P04180000,4180.0,0.1,0.05,0.1,346.0,0.0,2023-11-27,0.0,False,0.07500000000000001
206,SPXW231127P04185000,4185.0,0.07,0.05,0.15,6.0,385.0,2023-11-27,0.0,False,0.1
207,SPXW231127P04190000,4190.0,0.1,0.05,0.15,59.0,0.0,2023-11-27,0.0,False,0.1
208,SPXW231127P04195000,4195.0,0.1,0.05,0.1,250.0,0.0,2023-11-27,0.0,False,0.07500000000000001
209,SPXW231127P04200000,4200.0,0.1,0.05,0.15,639.0,0.0,2023-11-27,0.0,False,0.1
210,SPXW231127P04205000,4205.0,0.1,0.05,0.1,96.0,0.0,2023-11-27,0.0,False,0.07500000000000001
211,SPXW231127P04210000,4210.0,0.1,0.0,0.1,250.0,0.0,2023-11-27,0.0,False,0.05
212,SPXW231127P04215000,4215.0,0.1,0.05,0.15,30.0,0.0,2023-11-27,0.0,False,0.1
213,SPXW231127P04220000,4220.0,0.1,0.0,0.15,137.0,0.0,2023-11-27,0.0,False,0.075
214,SPXW231127P04225000,4225.0,0.1,0.05,0.15,1022.0,725.0,2023-11-27,0.0,False,0.1
215,SPXW231127P04230000,4230.0,0.1,0.05,0.1,508.0,0.0,2023-11-27,0.0,False,0.07500000000000001
216,SPXW231127P04235000,4235.0,0.1,0.05,0.1,1.0,0.0,2023-11-27,0.0,False,0.07500000000000001
217,SPXW231127P04240000,4240.0,0.1,0.1,0.15,1.0,0.0,2023-11-27,0.0,False,0.125
218,SPXW231127P04245000,4245.0,0.1,0.05,0.1,4.0,0.0,2023-11-27,0.0,False,0.07500000000000001
219,SPXW231127P04250000,4250.0,0.1,0.05,0.1,2031.0,1176.0,2023-11-27,0.0,False,0.07500000000000001
220,SPXW231127P04255000,4255.0,0.1,0.05,0.15,54.0,191.0,2023-11-27,0.0,False,0.1
221,SPXW231127P04260000,4260.0,0.1,0.05,0.1,107.0,253.0,2023-11-27,0.0,False,0.07500000000000001
222,SPXW231127P04265000,4265.0,0.1,0.05,0.1,729.0,0.0,2023-11-27,0.0,False,0.07500000000000001
223,SPXW231127P04270000,4270.0,0.1,0.05,0.15,1416.0,0.0,2023-11-27,0.0,False,0.1
224,SPXW231127P04275000,4275.0,0.1,0.05,0.1,677.0,1264.0,2023-11-27,0.0,False,0.07500000000000001
225,SPXW231127P04280000,4280.0,0.1,0.05,0.15,72.0,1035.0,2023-11-27,0.0,False,0.1
226,SPXW231127P04285000,4285.0,0.12,0.05,0.15,506.0,0.0,2023-11-27,0.0,False,0.1
227,SPXW231127P04290000,4290.0,0.12,0.05,0.15,1.0,0.0,2023-11-27,0.0,False,0.1
228,SPXW231127P04295000,4295.0,0.1,0.05,0.15,1.0,0.0,2023-11-27,0.0,False,0.1
229,SPXW231127P04300000,4300.0,0.1,0.05,0.15,257.0,0.0,2023-11-27,0.0,False,0.1
230,SPXW231127P04305000,4305.0,0.25,0.05,0.15,1.0,0.0,2023-11-27,0.0,False,0.1
231,SPXW231127P04310000,4310.0,0.12,0.05,0.15,7.0,1532.0,2023-11-27,0.0,False,0.1
232,SPXW231127P04315000,4315.0,0.1,0.05,0.15,80.0,0.0,2023-11-27,0.0,False,0.1
233,SPXW231127P04320000,4320.0,0.1,0.05,0.15,343.0,0.0,2023-11-27,0.0,False,0.1
234,SPXW231127P04325000,4325.0,0.1,0.05,0.15,430.0,0.0,2023-11-27,0.0,False,0.1
235,SPXW231127P04330000,4330.0,0.11,0.1,0.15,1288.0,0.0,2023-11-27,0.0,False,0.125
236,SPXW231127P04335000,4335.0,0.12,0.05,0.15,23.0,286.0,2023-11-27,0.0,False,0.1
237,SPXW231127P04340000,4340.0,0.12,0.05,0.15,6.0,0.0,2023-11-27,0.0,False,0.1
238,SPXW231127P04345000,4345.0,0.12,0.1,0.15,1.0,0.0,2023-11-27,0.0,False,0.125
239,SPXW231127P04350000,4350.0,0.1,0.05,0.15,38.0,0.0,2023-11-27,0.0,False,0.1
240,SPXW231127P04355000,4355.0,0.12,0.1,0.15,4.0,0.0,2023-11-27,0.0,False,0.125
241,SPXW231127P04360000,4360.0,0.15,0.1,0.15,6.0,0.0,2023-11-27,0.0,False,0.125
242,SPXW231127P04365000,4365.0,0.13,0.1,0.15,424.0,897.0,2023-11-27,0.0,False,0.125
243,SPXW231127P04370000,4370.0,0.15,0.1,0.15,39.0,0.0,2023-11-27,0.0,False,0.125
244,SPXW231127P04375000,4375.0,0.15,0.1,0.15,465.0,0.0,2023-11-27,0.0,False,0.125
245,SPXW231127P04380000,4380.0,0.2,0.1,0.15,263.0,2036.0,2023-11-27,0.0,False,0.125
246,SPXW231127P04385000,4385.0,0.13,0.1,0.15,85.0,0.0,2023-11-27,0.0,False,0.125
