,contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,expirationDate,dte,CALL,midPrice
41,SPXW231128C04255000,4255.0,303.3,0.0,0.0,11.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
42,SPXW231128C04260000,4260.0,290.97,0.0,0.0,9.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
43,SPXW231128C04265000,4265.0,287.16,0.0,0.0,25.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
44,SPXW231128C04270000,4270.0,284.78,0.0,0.0,10.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
45,SPXW231128C04275000,4275.0,282.36,0.0,0.0,22.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
46,SPXW231128C04280000,4280.0,275.11,0.0,0.0,25.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
47,SPXW231128C04285000,4285.0,272.58,0.0,0.0,13.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
48,SPXW231128C04290000,4290.0,262.15,0.0,0.0,7.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
49,SPXW231128C04295000,4295.0,259.88,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
50,SPXW231128C04300000,4300.0,252.15,0.0,0.0,9.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
51,SPXW231128C04305000,4305.0,249.78,0.0,0.0,13.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
52,SPXW231128C04310000,4310.0,247.35,0.0,0.0,21.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
53,SPXW231128C04315000,4315.0,240.57,0.0,0.0,18.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
54,SPXW231128C04320000,4320.0,229.99,0.0,0.0,8.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
55,SPXW231128C04325000,4325.0,229.27,0.0,0.0,4.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
56,SPXW231128C04330000,4330.0,225.26,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
57,SPXW231128C04335000,4335.0,220.52,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
58,SPXW231128C04340000,4340.0,216.56,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
59,SPXW231128C04345000,4345.0,209.24,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
60,SPXW231128C04350000,4350.0,206.8,0.0,0.0,9.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
61,SPXW231128C04355000,4355.0,204.66,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
62,SPXW231128C04360000,4360.0,195.94,0.0,0.0,36.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
63,SPXW231128C04365000,4365.0,190.94,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
64,SPXW231128C04370000,4370.0,188.63,0.0,0.0,7.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
65,SPXW231128C04375000,4375.0,183.58,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
66,SPXW231128C04380000,4380.0,164.19,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
67,SPXW231128C04385000,4385.0,176.04,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
68,SPXW231128C04390000,4390.0,165.77,0.0,0.0,10.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
69,SPXW231128C04395000,4395.0,157.32,0.0,0.0,30.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
70,SPXW231128C04400000,4400.0,156.23,0.0,0.0,12.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
71,SPXW231128C04405000,4405.0,150.37,0.0,0.0,52.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
72,SPXW231128C04410000,4410.0,141.2,0.0,0.0,6.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
73,SPXW231128C04415000,4415.0,138.34,0.0,0.0,31.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
74,SPXW231128C04420000,4420.0,137.64,0.0,0.0,11.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
75,SPXW231128C04425000,4425.0,127.37,0.0,0.0,41.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
76,SPXW231128C04430000,4430.0,130.81,0.0,0.0,17.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
77,SPXW231128C04435000,4435.0,122.84,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
78,SPXW231128C04440000,4440.0,116.49,0.0,0.0,43.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
79,SPXW231128C04445000,4445.0,111.25,0.0,0.0,22.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
80,SPXW231128C04450000,4450.0,101.15,0.0,0.0,166.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
81,SPXW231128C04455000,4455.0,101.61,0.0,0.0,48.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
82,SPXW231128C04460000,4460.0,97.05,0.0,0.0,190.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
83,SPXW231128C04465000,4465.0,91.2,0.0,0.0,30.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
84,SPXW231128C04470000,4470.0,88.64,0.0,0.0,170.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
85,SPXW231128C04475000,4475.0,80.47,0.0,0.0,176.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
86,SPXW231128C04480000,4480.0,73.58,0.0,0.0,15.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
87,SPXW231128C04485000,4485.0,66.7,0.0,0.0,60.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
88,SPXW231128C04490000,4490.0,66.07,0.0,0.0,103.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
89,SPXW231128C04495000,4495.0,56.67,0.0,0.0,229.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
90,SPXW231128C04500000,4500.0,51.69,0.0,0.0,245.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
91,SPXW231128C04505000,4505.0,47.66,0.0,0.0,102.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
92,SPXW231128C04510000,4510.0,42.5,0.0,0.0,289.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
93,SPXW231128C04515000,4515.0,37.27,0.0,0.0,133.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
94,SPXW231128C04520000,4520.0,32.69,0.0,0.0,246.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
95,SPXW231128C04525000,4525.0,27.95,0.0,0.0,242.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
96,SPXW231128C04530000,4530.0,23.45,0.0,0.0,542.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
97,SPXW231128C04535000,4535.0,19.69,0.0,0.0,336.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
98,SPXW231128C04540000,4540.0,15.9,0.0,0.0,587.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
99,SPXW231128C04545000,4545.0,12.3,0.0,0.0,1619.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
100,SPXW231128C04550000,4550.0,9.54,0.0,0.0,5862.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
101,SPXW231128C04555000,4555.0,7.11,0.0,0.0,6911.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
102,SPXW231128C04560000,4560.0,5.08,0.0,0.0,8803.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
103,SPXW231128C04565000,4565.0,3.5,0.0,0.0,6402.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
104,SPXW231128C04570000,4570.0,2.32,0.0,0.0,9534.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
105,SPXW231128C04575000,4575.0,1.4,0.0,0.0,8500.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
106,SPXW231128C04580000,4580.0,0.82,0.0,0.0,5879.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
107,SPXW231128C04585000,4585.0,0.47,0.0,0.0,8307.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
108,SPXW231128C04590000,4590.0,0.27,0.0,0.0,8556.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
109,SPXW231128C04595000,4595.0,0.2,0.0,0.0,11749.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
110,SPXW231128C04600000,4600.0,0.15,0.0,0.0,6247.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
111,SPXW231128C04605000,4605.0,0.07,0.0,0.0,3325.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
112,SPXW231128C04610000,4610.0,0.07,0.0,0.0,4903.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
113,SPXW231128C04615000,4615.0,0.07,0.0,0.0,4956.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
114,SPXW231128C04620000,4620.0,0.05,0.0,0.0,977.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
115,SPXW231128C04625000,4625.0,0.05,0.0,0.0,2160.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
116,SPXW231128C04630000,4630.0,0.05,0.0,0.0,1053.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
117,SPXW231128C04635000,4635.0,0.05,0.0,0.0,635.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
118,SPXW231128C04640000,4640.0,0.05,0.0,0.0,721.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
119,SPXW231128C04645000,4645.0,0.07,0.0,0.0,509.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
120,SPXW231128C04650000,4650.0,0.05,0.0,0.0,1755.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
121,SPXW231128C04655000,4655.0,0.05,0.0,0.0,410.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
122,SPXW231128C04660000,4660.0,0.05,0.0,0.0,85.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
123,SPXW231128C04665000,4665.0,0.05,0.0,0.0,338.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
124,SPXW231128C04670000,4670.0,0.05,0.0,0.0,725.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
125,SPXW231128C04675000,4675.0,0.05,0.0,0.0,33.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
126,SPXW231128C04680000,4680.0,0.05,0.0,0.0,45.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
127,SPXW231128C04685000,4685.0,0.05,0.0,0.0,88.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
128,SPXW231128C04690000,4690.0,0.05,0.0,0.0,135.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
129,SPXW231128C04700000,4700.0,0.05,0.0,0.0,45.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
130,SPXW231128C04710000,4710.0,0.05,0.0,0.0,125.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
131,SPXW231128C04720000,4720.0,0.05,0.0,0.0,6.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
132,SPXW231128C04725000,4725.0,0.05,0.0,0.0,123.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
133,SPXW231128C04750000,4750.0,0.05,0.0,0.0,21.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
134,SPXW231128C04775000,4775.0,0.05,0.0,0.0,118.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
135,SPXW231128C04800000,4800.0,0.05,0.0,0.0,4.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
136,SPXW231128C04825000,4825.0,0.05,0.0,0.0,9.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
137,SPXW231128C04875000,4875.0,0.05,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
138,SPXW231128C04900000,4900.0,0.05,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
139,SPXW231128C05000000,5000.0,0.03,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,True,0.0
140,SPXW231128C05200000,5200.0,0.05,0.0,0.05,,0.0,2023-11-28,-0.0027397260273972603,True,0.025
141,SPXW231128P01200000,1200.0,0.03,0.0,0.0,,0.0,2023-11-28,-0.0027397260273972603,False,0.0
142,SPXW231128P01800000,1800.0,0.15,0.0,0.05,1.0,4.0,2023-11-28,-0.0027397260273972603,False,0.025
143,SPXW231128P02000000,2000.0,0.05,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
144,SPXW231128P02200000,2200.0,0.03,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
145,SPXW231128P02400000,2400.0,0.05,0.0,0.0,10.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
146,SPXW231128P02600000,2600.0,0.05,0.0,0.0,5.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
147,SPXW231128P02800000,2800.0,0.05,0.0,0.0,14.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
148,SPXW231128P03000000,3000.0,0.05,0.0,0.0,3.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
149,SPXW231128P03200000,3200.0,0.05,0.0,0.0,60.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
150,SPXW231128P03300000,3300.0,0.05,0.0,0.0,103.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
151,SPXW231128P03350000,3350.0,0.05,0.0,0.0,115.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
152,SPXW231128P03400000,3400.0,0.05,0.0,0.0,44.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
153,SPXW231128P03450000,3450.0,0.05,0.0,0.0,43.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
154,SPXW231128P03500000,3500.0,0.05,0.0,0.0,6.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
155,SPXW231128P03550000,3550.0,0.05,0.0,0.0,34.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
156,SPXW231128P03600000,3600.0,0.05,0.0,0.0,1511.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
157,SPXW231128P03650000,3650.0,0.1,0.0,0.0,68.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
158,SPXW231128P03700000,3700.0,0.05,0.0,0.0,7.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
159,SPXW231128P03750000,3750.0,0.05,0.0,0.0,2731.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
160,SPXW231128P03800000,3800.0,0.05,0.0,0.0,2277.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
161,SPXW231128P03850000,3850.0,0.05,0.0,0.0,358.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
162,SPXW231128P03875000,3875.0,0.05,0.0,0.0,21.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
163,SPXW231128P03900000,3900.0,0.05,0.0,0.0,10.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
164,SPXW231128P03925000,3925.0,0.1,0.0,0.0,5.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
165,SPXW231128P03950000,3950.0,0.08,0.0,0.0,15.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
166,SPXW231128P03960000,3960.0,0.35,0.0,0.0,105.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
167,SPXW231128P03970000,3970.0,0.15,0.0,0.0,174.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
168,SPXW231128P03975000,3975.0,0.15,0.0,0.0,49.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
169,SPXW231128P03980000,3980.0,0.1,0.0,0.0,200.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
170,SPXW231128P03990000,3990.0,0.1,0.0,0.0,100.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
171,SPXW231128P04000000,4000.0,0.03,0.0,0.0,3.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
172,SPXW231128P04010000,4010.0,0.4,0.0,0.0,54.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
173,SPXW231128P04020000,4020.0,0.2,0.0,0.0,20.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
174,SPXW231128P04025000,4025.0,0.05,0.0,0.0,1390.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
175,SPXW231128P04030000,4030.0,0.05,0.0,0.0,528.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
176,SPXW231128P04040000,4040.0,0.05,0.0,0.0,226.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
177,SPXW231128P04050000,4050.0,0.05,0.0,0.0,2006.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
178,SPXW231128P04060000,4060.0,0.05,0.0,0.0,10.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
179,SPXW231128P04070000,4070.0,0.05,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
180,SPXW231128P04075000,4075.0,0.05,0.0,0.0,2805.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
181,SPXW231128P04080000,4080.0,0.05,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
182,SPXW231128P04085000,4085.0,0.05,0.0,0.0,250.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
183,SPXW231128P04090000,4090.0,0.05,0.0,0.0,414.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
184,SPXW231128P04095000,4095.0,0.05,0.0,0.0,219.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
185,SPXW231128P04100000,4100.0,0.05,0.0,0.0,3950.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
186,SPXW231128P04105000,4105.0,0.05,0.0,0.0,38.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
187,SPXW231128P04110000,4110.0,0.05,0.0,0.0,229.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
188,SPXW231128P04115000,4115.0,0.05,0.0,0.0,105.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
189,SPXW231128P04120000,4120.0,0.05,0.0,0.0,235.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
190,SPXW231128P04125000,4125.0,0.05,0.0,0.0,1270.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
191,SPXW231128P04130000,4130.0,0.05,0.0,0.0,463.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
192,SPXW231128P04135000,4135.0,0.05,0.0,0.0,310.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
193,SPXW231128P04140000,4140.0,0.05,0.0,0.0,95.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
194,SPXW231128P04145000,4145.0,0.05,0.0,0.0,74.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
195,SPXW231128P04150000,4150.0,0.05,0.05,0.0,798.0,0.0,2023-11-28,-0.0027397260273972603,False,0.025
196,SPXW231128P04155000,4155.0,0.05,0.05,0.0,249.0,0.0,2023-11-28,-0.0027397260273972603,False,0.025
197,SPXW231128P04160000,4160.0,0.05,0.0,0.0,269.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
198,SPXW231128P04165000,4165.0,0.05,0.0,0.0,201.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
199,SPXW231128P04170000,4170.0,0.05,0.0,0.0,7.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
200,SPXW231128P04175000,4175.0,0.05,0.0,0.0,483.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
201,SPXW231128P04180000,4180.0,0.05,0.0,0.0,178.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
202,SPXW231128P04185000,4185.0,0.05,0.0,0.0,261.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
203,SPXW231128P04190000,4190.0,0.05,0.0,0.0,13.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
204,SPXW231128P04195000,4195.0,0.07,0.0,0.0,12.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
205,SPXW231128P04200000,4200.0,0.05,0.0,0.0,8.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
206,SPXW231128P04205000,4205.0,0.4,0.0,0.0,29.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
207,SPXW231128P04210000,4210.0,0.07,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
208,SPXW231128P04215000,4215.0,0.05,0.0,0.0,67.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
209,SPXW231128P04220000,4220.0,0.07,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
210,SPXW231128P04225000,4225.0,0.2,0.0,0.0,438.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
211,SPXW231128P04230000,4230.0,0.07,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
212,SPXW231128P04235000,4235.0,0.05,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
213,SPXW231128P04240000,4240.0,0.05,0.0,0.0,7.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
214,SPXW231128P04245000,4245.0,0.05,0.0,0.0,72.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
215,SPXW231128P04250000,4250.0,0.05,0.0,0.0,104.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
216,SPXW231128P04255000,4255.0,0.1,0.0,0.0,1.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
217,SPXW231128P04260000,4260.0,0.07,0.0,0.0,4.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
218,SPXW231128P04265000,4265.0,0.07,0.0,0.0,3.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
219,SPXW231128P04270000,4270.0,0.07,0.0,0.0,18.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
220,SPXW231128P04275000,4275.0,0.1,0.0,0.0,171.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
221,SPXW231128P04280000,4280.0,0.1,0.0,0.0,1747.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
222,SPXW231128P04285000,4285.0,0.07,0.0,0.0,2.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
223,SPXW231128P04290000,4290.0,0.1,0.0,0.0,202.0,0.0,2023-11-28,-0.0027397260273972603,False,0.0
